No,nama_makanan,kategori,berat_gr,kalori,protein
330,Ayam Geprek Sambal,hewani,200,491.15,48.86
330,Ayam Geprek Sambal,hewani,300,468.89,60.81
331,Telur Puyuh Bakar,hewani,100,290.44,16.63
331,Telur Puyuh Bakar,hewani,200,348.57,46.93
331,Telur Puyuh Bakar,hewani,300,755.43,89.33
332,Kerang Hijau Tumis,hewani,100,241.53,22.23
332,Kerang Hijau Tumis,hewani,200,586.29,42.1
332,Kerang Hijau Tumis,hewani,300,468.69,86.29
333,Ikan Bakar Balado,hewani,100,249.96,19.41
333,Ikan Bakar Balado,hewani,200,567.97,44.68
333,Ikan Bakar Balado,hewani,300,844.05,69.88
334,Ayam Penyet Sambal,hewani,100,224.59,18.04
334,Ayam Penyet Sambal,hewani,200,360.36,56.03
334,Ayam Penyet Sambal,hewani,300,688.61,46.83
335,Ikan Teri Bakar,hewani,100,236.48,26.69
335,Ikan Teri Bakar,hewani,200,320.38,46.35
335,Ikan Teri Bakar,hewani,300,565.93,80.27
336,Soto Ayam Kecap,hewani,100,191.59,21.29
336,Soto Ayam Kecap,hewani,200,502.62,40.97
336,Soto Ayam Kecap,hewani,300,634.25,63.02
337,Opor Ayam Goreng,hewani,100,259.44,27.42
337,Opor Ayam Goreng,hewani,200,440.77,40.38
337,Opor Ayam Goreng,hewani,300,690.28,57.7
338,Ayam Bakar Goreng,hewani,100,171.53,19.14
338,Ayam Bakar Goreng,hewani,200,503.21,30.68
338,Ayam Bakar Goreng,hewani,300,513.95,82.58
339,Ikan Mujair Sambal,hewani,100,284.63,23.41
339,Ikan Mujair Sambal,hewani,200,378.22,35.26
339,Ikan Mujair Sambal,hewani,300,530.09,76.62
340,Ikan Teri Kecap,hewani,100,159.07,19.87
340,Ikan Teri Kecap,hewani,200,427.27,49.61
340,Ikan Teri Kecap,hewani,300,598.34,63.29
341,Semur Daging Sambal,hewani,100,206.87,15.79
341,Semur Daging Sambal,hewani,200,315.79,49.4
341,Semur Daging Sambal,hewani,300,898.64,53.75
342,Ikan Patin Kecap,hewani,100,255.95,15.4
342,Ikan Patin Kecap,hewani,200,539.68,37.7
342,Ikan Patin Kecap,hewani,300,496.23,68.22
343,Ikan Bandeng Tumis,hewani,100,299.06,29.86
343,Ikan Bandeng Tumis,hewani,200,580.8,43.35
343,Ikan Bandeng Tumis,hewani,300,768.81,79.61
344,Ikan Tongkol Bakar,hewani,100,191.86,23.4
344,Ikan Tongkol Bakar,hewani,200,403.4,41.43
344,Ikan Tongkol Bakar,hewani,300,762.2,61.0
345,Ikan Teri Kuah,hewani,100,177.22,17.26
345,Ikan Teri Kuah,hewani,200,444.18,57.0
345,Ikan Teri Kuah,hewani,300,807.05,61.92
346,Soto Ayam Rebus,hewani,100,248.1,20.59
346,Soto Ayam Rebus,hewani,200,397.37,58.13
346,Soto Ayam Rebus,hewani,300,726.27,47.96
347,Soto Betawi Rebus,hewani,100,193.56,16.61
347,Soto Betawi Rebus,hewani,200,462.42,44.55
347,Soto Betawi Rebus,hewani,300,570.01,88.03
348,Soto Betawi Balado,hewani,100,236.08,24.86
348,Soto Betawi Balado,hewani,200,414.07,37.02
348,Soto Betawi Balado,hewani,300,692.26,53.3
349,Telur Bebek Goreng,hewani,100,196.68,19.67
349,Telur Bebek Goreng,hewani,200,423.06,42.8
349,Telur Bebek Goreng,hewani,300,810.84,51.69
350,Ikan Patin Rebus,hewani,100,212.01,29.22
350,Ikan Patin Rebus,hewani,200,361.86,58.08
350,Ikan Patin Rebus,hewani,300,475.34,84.09
351,Ayam Broiler Kecap,hewani,100,156.26,27.86
351,Ayam Broiler Kecap,hewani,200,544.25,45.57
351,Ayam Broiler Kecap,hewani,300,750.25,89.77
352,Ayam Broiler Balado,hewani,100,182.65,21.45
352,Ayam Broiler Balado,hewani,200,324.93,55.27
352,Ayam Broiler Balado,hewani,300,860.96,81.01
353,Hati Ayam Goreng,hewani,100,203.82,15.47
353,Hati Ayam Goreng,hewani,200,406.71,37.57
353,Hati Ayam Goreng,hewani,300,808.86,63.98
354,Telur Dadar Padang Tumis,hewani,100,257.95,22.21
354,Telur Dadar Padang Tumis,hewani,200,495.3,42.09
354,Telur Dadar Padang Tumis,hewani,300,671.65,81.03
355,Telur Dadar Padang Bakar,hewani,100,193.35,22.51
355,Telur Dadar Padang Bakar,hewani,200,412.73,57.58
355,Telur Dadar Padang Bakar,hewani,300,824.98,83.85
356,Ikan Tongkol Rebus,hewani,100,292.91,17.97
356,Ikan Tongkol Rebus,hewani,200,446.74,43.37
356,Ikan Tongkol Rebus,hewani,300,687.08,83.3
357,Paru Sapi Tumis,hewani,100,194.5,27.89
357,Paru Sapi Tumis,hewani,200,576.8,39.05
357,Paru Sapi Tumis,hewani,300,487.69,52.88
358,Ayam Taliwang Goreng,hewani,100,265.99,16.94
358,Ayam Taliwang Goreng,hewani,200,381.8,58.29
358,Ayam Taliwang Goreng,hewani,300,859.41,83.22
359,Daging Kambing Rebus,hewani,100,299.41,15.59
359,Daging Kambing Rebus,hewani,200,475.45,50.06
359,Daging Kambing Rebus,hewani,300,699.14,63.2
360,Hati Ayam Sambal,hewani,100,181.73,29.22
360,Hati Ayam Sambal,hewani,200,319.21,45.85
360,Hati Ayam Sambal,hewani,300,487.7,77.69
361,Ikan Nila Kecap,hewani,100,299.95,23.46
361,Ikan Nila Kecap,hewani,200,498.23,46.99
361,Ikan Nila Kecap,hewani,300,701.14,61.08
362,Susu Sapi Bakar,hewani,100,157.39,26.92
362,Susu Sapi Bakar,hewani,200,573.36,52.01
362,Susu Sapi Bakar,hewani,300,867.73,68.68
363,Ikan Nila Kuah,hewani,100,267.74,29.23
363,Ikan Nila Kuah,hewani,200,480.82,34.07
363,Ikan Nila Kuah,hewani,300,690.56,89.98
364,Telur Ayam Sambal,hewani,100,179.35,22.01
364,Telur Ayam Sambal,hewani,200,535.0,52.39
364,Telur Ayam Sambal,hewani,300,592.37,83.97
365,Gulai Kambing Kuah,hewani,100,186.12,20.46
365,Gulai Kambing Kuah,hewani,200,442.76,35.02
365,Gulai Kambing Kuah,hewani,300,456.31,87.49
366,Telur Puyuh Sambal,hewani,100,266.99,28.93
366,Telur Puyuh Sambal,hewani,200,359.03,36.08
366,Telur Puyuh Sambal,hewani,300,661.79,87.41
367,Gulai Kambing Kecap,hewani,100,180.16,24.84
367,Gulai Kambing Kecap,hewani,200,562.93,33.71
367,Gulai Kambing Kecap,hewani,300,738.59,54.09
368,Empal Gepuk Balado,hewani,100,157.96,22.51
368,Empal Gepuk Balado,hewani,200,334.35,42.03
368,Empal Gepuk Balado,hewani,300,450.01,82.42
369,Abon Sapi Balado,hewani,100,283.73,25.92
369,Abon Sapi Balado,hewani,200,396.76,36.88
369,Abon Sapi Balado,hewani,300,454.83,49.33
370,Udang Rebus,hewani,100,199.81,17.67
370,Udang Rebus,hewani,200,398.23,54.03
370,Udang Rebus,hewani,300,874.47,85.19
371,Udang Balado Tumis,hewani,100,290.48,26.96
371,Udang Balado Tumis,hewani,200,508.41,59.78
371,Udang Balado Tumis,hewani,300,809.64,61.16
372,Telur Balado Goreng,hewani,100,262.26,15.07
372,Telur Balado Goreng,hewani,200,421.28,51.22
372,Telur Balado Goreng,hewani,300,779.29,89.6
373,Ikan Gurame Bakar,hewani,100,295.76,15.18
373,Ikan Gurame Bakar,hewani,200,467.61,52.8
373,Ikan Gurame Bakar,hewani,300,799.87,58.02
374,Ikan Gurame Kuah,hewani,100,199.3,29.42
374,Ikan Gurame Kuah,hewani,200,573.38,55.37
374,Ikan Gurame Kuah,hewani,300,876.64,49.13
375,Semur Daging Kuah,hewani,100,229.66,27.17
375,Semur Daging Kuah,hewani,200,543.62,44.47
375,Semur Daging Kuah,hewani,300,532.5,62.08
376,Gulai Kambing Bakar,hewani,100,177.62,28.9
376,Gulai Kambing Bakar,hewani,200,464.85,51.18
376,Gulai Kambing Bakar,hewani,300,626.46,59.11
377,Kerang Hijau Kuah,hewani,100,195.84,20.91
377,Kerang Hijau Kuah,hewani,200,588.78,45.23
377,Kerang Hijau Kuah,hewani,300,467.45,73.07
378,Tongseng Balado,hewani,100,172.49,24.56
378,Tongseng Balado,hewani,200,519.18,49.94
378,Tongseng Balado,hewani,300,468.02,56.63
379,Telur Ayam Balado,hewani,100,273.33,17.17
379,Telur Ayam Balado,hewani,200,523.95,40.15
379,Telur Ayam Balado,hewani,300,878.06,69.61
380,Ayam Kampung Sambal,hewani,100,248.01,20.72
380,Ayam Kampung Sambal,hewani,200,359.18,46.44
380,Ayam Kampung Sambal,hewani,300,580.78,83.08
381,Sop Buntut Balado,hewani,100,229.09,21.68
381,Sop Buntut Balado,hewani,200,415.95,35.89
381,Sop Buntut Balado,hewani,300,860.91,71.13
382,Pindang Patin Goreng,hewani,100,176.65,26.08
382,Pindang Patin Goreng,hewani,200,525.37,57.61
382,Pindang Patin Goreng,hewani,300,895.8,55.54
383,Gulai Kambing Goreng,hewani,100,260.94,21.72
383,Gulai Kambing Goreng,hewani,200,438.43,39.78
383,Gulai Kambing Goreng,hewani,300,756.42,71.99
384,Telur Balado Rebus,hewani,100,175.99,29.49
384,Telur Balado Rebus,hewani,200,543.3,43.3
384,Telur Balado Rebus,hewani,300,754.76,54.61
385,Ikan Lele Kecap,hewani,100,156.09,28.81
385,Ikan Lele Kecap,hewani,200,508.52,51.41
385,Ikan Lele Kecap,hewani,300,619.15,85.76
386,Ikan Bandeng Goreng,hewani,100,196.89,25.33
386,Ikan Bandeng Goreng,hewani,200,533.02,33.8
386,Ikan Bandeng Goreng,hewani,300,523.28,72.76
387,Ikan Asin Jambal Bakar,hewani,100,216.3,25.34
387,Ikan Asin Jambal Bakar,hewani,200,579.21,57.9
387,Ikan Asin Jambal Bakar,hewani,300,574.13,74.66
388,Ikan Patin Bakar,hewani,100,218.69,28.45
388,Ikan Patin Bakar,hewani,200,464.58,49.02
388,Ikan Patin Bakar,hewani,300,578.98,62.43
389,Kepiting Kecap,hewani,100,238.62,21.26
389,Kepiting Kecap,hewani,200,303.72,45.75
389,Kepiting Kecap,hewani,300,744.36,76.67
390,Telur Balado Kecap,hewani,100,163.7,16.46
390,Telur Balado Kecap,hewani,200,353.21,49.35
390,Telur Balado Kecap,hewani,300,581.02,49.01
391,Ikan Nila Sambal,hewani,100,241.28,19.18
391,Ikan Nila Sambal,hewani,200,371.73,45.72
391,Ikan Nila Sambal,hewani,300,853.4,58.21
392,Telur Bebek Sambal,hewani,100,208.44,23.2
392,Telur Bebek Sambal,hewani,200,356.89,54.01
392,Telur Bebek Sambal,hewani,300,615.29,72.88
393,Gulai Kambing Tumis,hewani,100,239.97,29.51
393,Gulai Kambing Tumis,hewani,200,438.2,30.95
393,Gulai Kambing Tumis,hewani,300,704.12,72.06
394,Semur Daging Kecap,hewani,100,238.63,21.33
394,Semur Daging Kecap,hewani,200,419.18,39.94
394,Semur Daging Kecap,hewani,300,589.92,71.4
395,Ikan Mujair Kecap,hewani,100,270.3,22.07
395,Ikan Mujair Kecap,hewani,200,460.27,53.97
395,Ikan Mujair Kecap,hewani,300,700.78,55.31
396,Ayam Goreng Bakar,hewani,100,170.12,22.65
396,Ayam Goreng Bakar,hewani,200,367.01,34.06
396,Ayam Goreng Bakar,hewani,300,516.6,82.3
397,Telur Balado Sambal,hewani,100,209.8,17.23
397,Telur Balado Sambal,hewani,200,582.71,57.55
397,Telur Balado Sambal,hewani,300,560.92,58.01
398,Ikan Tongkol Balado,hewani,100,263.71,19.13
398,Ikan Tongkol Balado,hewani,200,551.24,41.26
398,Ikan Tongkol Balado,hewani,300,826.8,63.62
399,Kerang Saus Padang Balado,hewani,100,195.37,26.95
399,Kerang Saus Padang Balado,hewani,200,548.45,48.14
399,Kerang Saus Padang Balado,hewani,300,846.9,59.11
400,Bakso Sapi Kuah,hewani,100,246.01,27.88
400,Bakso Sapi Kuah,hewani,200,566.2,31.5
400,Bakso Sapi Kuah,hewani,300,615.9,74.85
401,Ikan Mujair Balado,hewani,100,255.28,17.29
401,Ikan Mujair Balado,hewani,200,370.23,52.7
401,Ikan Mujair Balado,hewani,300,523.5,82.05
402,Kerang Hijau Rebus,hewani,100,243.89,17.95
402,Kerang Hijau Rebus,hewani,200,498.95,49.24
402,Kerang Hijau Rebus,hewani,300,502.03,88.58
403,Udang Kecap,hewani,100,158.18,26.94
403,Udang Kecap,hewani,200,587.75,46.37
403,Udang Kecap,hewani,300,878.02,74.64
404,Ikan Patin Kuah,hewani,100,297.08,24.09
404,Ikan Patin Kuah,hewani,200,510.31,30.98
404,Ikan Patin Kuah,hewani,300,503.75,65.46
405,Daging Sapi Kecap,hewani,100,225.64,19.35
405,Daging Sapi Kecap,hewani,200,360.98,44.98
405,Daging Sapi Kecap,hewani,300,488.09,74.13
406,Sop Buntut Kecap,hewani,100,214.19,15.17
406,Sop Buntut Kecap,hewani,200,549.27,36.25
406,Sop Buntut Kecap,hewani,300,893.97,62.9
407,Susu Kambing Kecap,hewani,100,235.92,19.29
407,Susu Kambing Kecap,hewani,200,355.03,46.96
407,Susu Kambing Kecap,hewani,300,877.28,80.23
408,Soto Betawi Goreng,hewani,100,174.86,15.12
408,Soto Betawi Goreng,hewani,200,366.57,46.22
408,Soto Betawi Goreng,hewani,300,644.48,65.76
