No,nama_makanan,kategori,berat_gr,kalori,protein
343,Keripik Bayam Goreng,nabati,200,237.76,11.71
343,Keripik Bayam Goreng,nabati,300,200.56,28.2
344,Jagung Manis Santan,nabati,100,102.12,7.79
344,Jagung Manis Santan,nabati,200,108.35,15.76
344,Jagung Manis Santan,nabati,300,171.48,16.21
345,Wortel Tumis,nabati,100,139.99,9.68
345,Wortel Tumis,nabati,200,134.26,17.27
345,Wortel Tumis,nabati,300,380.05,16.66
346,Sayur Asem Goreng,nabati,100,87.41,4.26
346,Sayur Asem Goreng,nabati,200,111.52,11.59
346,Sayur Asem Goreng,nabati,300,213.88,12.0
347,Oseng Tempe Goreng,nabati,100,147.1,9.67
347,Oseng Tempe Goreng,nabati,200,214.82,16.17
347,Oseng Tempe Goreng,nabati,300,231.31,19.09
348,Tumis Terong Santan,nabati,100,94.0,4.33
348,Tumis Terong Santan,nabati,200,111.98,9.61
348,Tumis Terong Santan,nabati,300,262.88,23.66
349,Jengkol Santan,nabati,100,67.09,7.12
349,Jengkol Santan,nabati,200,247.24,15.28
349,Jengkol Santan,nabati,300,164.56,14.88
350,Tumis Kangkung Goreng,nabati,100,116.12,6.99
350,Tumis Kangkung Goreng,nabati,200,261.12,19.72
350,Tumis Kangkung Goreng,nabati,300,183.15,21.61
351,Sayur Bayam Goreng,nabati,100,72.5,3.04
351,Sayur Bayam Goreng,nabati,200,243.65,5.43
351,Sayur Bayam Goreng,nabati,300,173.39,29.57
352,Kacang Panjang Tumis,nabati,100,103.25,8.64
352,Kacang Panjang Tumis,nabati,200,213.9,8.25
352,Kacang Panjang Tumis,nabati,300,232.12,6.74
353,Singkong Rebus,nabati,100,101.3,4.5
353,Singkong Rebus,nabati,200,155.51,10.3
353,Singkong Rebus,nabati,300,235.38,21.75
354,Daun Pepaya Bening,nabati,100,101.62,3.13
354,Daun Pepaya Bening,nabati,200,284.21,16.39
354,Daun Pepaya Bening,nabati,300,392.54,7.49
355,Kacang Tanah Santan,nabati,100,148.34,8.04
355,Kacang Tanah Santan,nabati,200,235.82,6.04
355,Kacang Tanah Santan,nabati,300,432.3,21.39
356,Toge Santan,nabati,100,107.07,7.03
356,Toge Santan,nabati,200,166.83,13.02
356,Toge Santan,nabati,300,279.65,9.82
357,Kacang Tanah Bening,nabati,100,142.07,2.42
357,Kacang Tanah Bening,nabati,200,154.47,11.68
357,Kacang Tanah Bening,nabati,300,207.61,16.28
358,Terong Goreng,nabati,100,99.86,8.12
358,Terong Goreng,nabati,200,213.49,19.17
358,Terong Goreng,nabati,300,162.46,22.35
359,Bayam Santan,nabati,100,149.81,6.95
359,Bayam Santan,nabati,200,110.99,14.98
359,Bayam Santan,nabati,300,155.01,6.57
360,Gado-Gado Bening,nabati,100,67.06,2.47
360,Gado-Gado Bening,nabati,200,185.5,8.43
360,Gado-Gado Bening,nabati,300,258.79,12.22
361,Daun Singkong Kuah,nabati,100,89.46,5.97
361,Daun Singkong Kuah,nabati,200,155.6,4.68
361,Daun Singkong Kuah,nabati,300,396.51,15.48
362,Petai Sayur,nabati,100,116.79,2.36
362,Petai Sayur,nabati,200,227.72,8.73
362,Petai Sayur,nabati,300,395.18,27.6
363,Jagung Manis Goreng,nabati,100,130.66,2.74
363,Jagung Manis Goreng,nabati,200,257.4,9.46
363,Jagung Manis Goreng,nabati,300,205.09,19.66
364,Lontong Sayur Bening,nabati,100,117.32,8.63
364,Lontong Sayur Bening,nabati,200,111.02,18.71
364,Lontong Sayur Bening,nabati,300,436.61,26.25
365,Kentang Tumis,nabati,100,117.11,3.02
365,Kentang Tumis,nabati,200,177.63,8.62
365,Kentang Tumis,nabati,300,293.57,6.17
366,Wortel Bening,nabati,100,120.16,9.83
366,Wortel Bening,nabati,200,231.49,13.26
366,Wortel Bening,nabati,300,266.91,8.38
367,Sambal Goreng Kentang Sayur,nabati,100,80.68,8.24
367,Sambal Goreng Kentang Sayur,nabati,200,195.34,19.8
367,Sambal Goreng Kentang Sayur,nabati,300,309.42,22.74
368,Sayur Daun Singkong Santan,nabati,100,90.89,2.14
368,Sayur Daun Singkong Santan,nabati,200,144.83,12.79
368,Sayur Daun Singkong Santan,nabati,300,173.98,19.0
369,Capcay Goreng,nabati,100,116.44,4.57
369,Capcay Goreng,nabati,200,118.34,10.57
369,Capcay Goreng,nabati,300,411.31,8.04
370,Kacang Merah Tumis,nabati,100,83.82,9.22
370,Kacang Merah Tumis,nabati,200,257.68,7.16
370,Kacang Merah Tumis,nabati,300,351.04,13.58
371,Daun Kelor Goreng,nabati,100,93.46,6.46
371,Daun Kelor Goreng,nabati,200,165.43,13.23
371,Daun Kelor Goreng,nabati,300,316.11,23.93
372,Sayur Daun Singkong Kuah,nabati,100,78.48,9.86
372,Sayur Daun Singkong Kuah,nabati,200,262.36,11.59
372,Sayur Daun Singkong Kuah,nabati,300,349.49,22.03
373,Talas Santan,nabati,100,107.1,4.28
373,Talas Santan,nabati,200,154.33,17.77
373,Talas Santan,nabati,300,172.95,28.0
374,Labu Siam Sayur,nabati,100,98.56,6.97
374,Labu Siam Sayur,nabati,200,275.91,15.66
374,Labu Siam Sayur,nabati,300,258.82,18.04
375,Capcay Rebus,nabati,100,116.66,5.12
375,Capcay Rebus,nabati,200,135.39,11.37
375,Capcay Rebus,nabati,300,379.58,11.88
376,Wortel Sayur,nabati,100,112.78,6.6
376,Wortel Sayur,nabati,200,139.54,12.95
376,Wortel Sayur,nabati,300,202.33,14.61
377,Rebung Goreng,nabati,100,62.13,7.87
377,Rebung Goreng,nabati,200,193.8,5.44
377,Rebung Goreng,nabati,300,337.68,9.21
378,Sayur Lodeh Sayur,nabati,100,145.68,4.1
378,Sayur Lodeh Sayur,nabati,200,238.9,19.04
378,Sayur Lodeh Sayur,nabati,300,426.77,27.09
379,Sawi Putih Balado,nabati,100,139.76,4.93
379,Sawi Putih Balado,nabati,200,148.37,17.83
379,Sawi Putih Balado,nabati,300,264.82,26.85
380,Oyong Rebus,nabati,100,136.05,7.29
380,Oyong Rebus,nabati,200,132.07,19.09
380,Oyong Rebus,nabati,300,377.51,11.6
381,Tumis Kangkung Sayur,nabati,100,108.4,2.55
381,Tumis Kangkung Sayur,nabati,200,124.13,10.13
381,Tumis Kangkung Sayur,nabati,300,236.06,11.58
382,Sawi Putih Sayur,nabati,100,123.78,9.49
382,Sawi Putih Sayur,nabati,200,212.14,6.1
382,Sawi Putih Sayur,nabati,300,299.79,7.38
383,Oseng Tempe Sayur,nabati,100,99.93,9.4
383,Oseng Tempe Sayur,nabati,200,137.49,16.64
383,Oseng Tempe Sayur,nabati,300,250.46,14.44
384,Sayur Bayam Rebus,nabati,100,110.86,9.39
384,Sayur Bayam Rebus,nabati,200,180.95,17.46
384,Sayur Bayam Rebus,nabati,300,374.49,20.87
385,Daun Kelor Rebus,nabati,100,98.15,4.42
385,Daun Kelor Rebus,nabati,200,191.56,18.48
385,Daun Kelor Rebus,nabati,300,264.88,10.71
386,Tempe Goreng Tumis,nabati,100,99.37,9.88
386,Tempe Goreng Tumis,nabati,200,214.34,17.19
386,Tempe Goreng Tumis,nabati,300,379.21,20.02
387,Petai Tumis,nabati,100,137.31,3.66
387,Petai Tumis,nabati,200,203.66,9.34
387,Petai Tumis,nabati,300,197.58,6.61
388,Tumis Terong Sayur,nabati,100,119.68,4.87
388,Tumis Terong Sayur,nabati,200,151.8,16.45
388,Tumis Terong Sayur,nabati,300,269.53,9.59
389,Sayur Labu Goreng,nabati,100,87.03,2.71
389,Sayur Labu Goreng,nabati,200,192.84,9.24
389,Sayur Labu Goreng,nabati,300,157.64,16.41
390,Urap Sayur Kuah,nabati,100,101.34,5.14
390,Urap Sayur Kuah,nabati,200,242.13,18.58
390,Urap Sayur Kuah,nabati,300,241.53,6.16
391,Kubis Balado,nabati,100,123.14,4.53
391,Kubis Balado,nabati,200,120.95,4.08
391,Kubis Balado,nabati,300,204.91,21.54
392,Daun Kelor Sayur,nabati,100,69.77000000000001,5.5
392,Daun Kelor Sayur,nabati,200,191.46,15.11
392,Daun Kelor Sayur,nabati,300,196.51,6.67
393,Kacang Hijau Sayur,nabati,100,93.92,6.37
393,Kacang Hijau Sayur,nabati,200,217.59,18.2
393,Kacang Hijau Sayur,nabati,300,162.97,19.03
394,Labu Siam Goreng,nabati,100,119.25,2.34
394,Labu Siam Goreng,nabati,200,252.48,11.11
394,Labu Siam Goreng,nabati,300,193.74,10.78
395,Rebung Sayur,nabati,100,99.34,9.84
395,Rebung Sayur,nabati,200,141.77,18.28
395,Rebung Sayur,nabati,300,357.64,6.45
396,Kacang Tanah Kuah,nabati,100,146.95,9.41
396,Kacang Tanah Kuah,nabati,200,166.21,6.16
396,Kacang Tanah Kuah,nabati,300,264.45,19.59
397,Tumis Terong Bening,nabati,100,124.74,5.69
397,Tumis Terong Bening,nabati,200,131.39,6.31
397,Tumis Terong Bening,nabati,300,347.14,14.6
398,Pecel Balado,nabati,100,121.99,8.33
398,Pecel Balado,nabati,200,271.26,17.88
398,Pecel Balado,nabati,300,329.33,29.62
399,Kangkung Goreng,nabati,100,143.55,4.38
399,Kangkung Goreng,nabati,200,176.77,7.54
399,Kangkung Goreng,nabati,300,238.52,14.84
400,Oyong Bening,nabati,100,89.23,7.56
400,Oyong Bening,nabati,200,264.61,17.39
400,Oyong Bening,nabati,300,225.61,12.14
401,Seledri Balado,nabati,100,122.97,9.94
401,Seledri Balado,nabati,200,114.06,11.68
401,Seledri Balado,nabati,300,223.76,27.23
402,Pakcoy Bening,nabati,100,68.55,9.7
402,Pakcoy Bening,nabati,200,101.03,17.71
402,Pakcoy Bening,nabati,300,199.71,7.06
403,Gudeg Goreng,nabati,100,85.93,2.8
403,Gudeg Goreng,nabati,200,144.87,8.07
403,Gudeg Goreng,nabati,300,434.43,27.94
404,Sayur Daun Singkong Rebus,nabati,100,114.29,7.55
404,Sayur Daun Singkong Rebus,nabati,200,290.76,10.87
404,Sayur Daun Singkong Rebus,nabati,300,408.61,29.78
405,Daun Pepaya Santan,nabati,100,90.61,8.85
405,Daun Pepaya Santan,nabati,200,101.58,7.37
405,Daun Pepaya Santan,nabati,300,320.47,26.07
406,Daun Singkong Tumis,nabati,100,78.95,8.04
406,Daun Singkong Tumis,nabati,200,108.71,6.62
406,Daun Singkong Tumis,nabati,300,236.61,16.67
407,Tumis Pare Bening,nabati,100,101.17,3.98
407,Tumis Pare Bening,nabati,200,262.4,5.35
407,Tumis Pare Bening,nabati,300,383.7,28.51
408,Bakwan Jagung Kuah,nabati,100,105.79,6.07
408,Bakwan Jagung Kuah,nabati,200,181.48,7.14
408,Bakwan Jagung Kuah,nabati,300,155.14,10.07
409,Daun Pepaya Goreng,nabati,100,94.98,6.56
409,Daun Pepaya Goreng,nabati,200,142.31,14.16
409,Daun Pepaya Goreng,nabati,300,166.29,26.42
410,Kentang Goreng,nabati,100,76.4,9.56
410,Kentang Goreng,nabati,200,235.65,8.1
410,Kentang Goreng,nabati,300,268.07,13.08
411,Sawi Hijau Santan,nabati,100,116.11,8.85
411,Sawi Hijau Santan,nabati,200,150.4,5.91
411,Sawi Hijau Santan,nabati,300,281.86,14.78
412,Kacang Hijau Goreng,nabati,100,73.44,3.02
412,Kacang Hijau Goreng,nabati,200,139.77,13.38
412,Kacang Hijau Goreng,nabati,300,339.29,9.08
413,Perkedel Kentang Bening,nabati,100,133.23,9.2
413,Perkedel Kentang Bening,nabati,200,258.12,9.87
413,Perkedel Kentang Bening,nabati,300,299.89,6.6
414,Kacang Tanah Sayur,nabati,100,113.68,4.33
414,Kacang Tanah Sayur,nabati,200,284.46,17.12
414,Kacang Tanah Sayur,nabati,300,395.75,21.13
415,Wortel Balado,nabati,100,62.47,5.86
415,Wortel Balado,nabati,200,155.78,9.72
415,Wortel Balado,nabati,300,277.63,16.1
416,Tumis Buncis Tumis,nabati,100,123.05,9.32
416,Tumis Buncis Tumis,nabati,200,261.5,13.26
416,Tumis Buncis Tumis,nabati,300,279.84,6.55
417,Daun Singkong Rebus,nabati,100,103.08,3.72
417,Daun Singkong Rebus,nabati,200,180.2,10.5
417,Daun Singkong Rebus,nabati,300,283.79,24.15
418,Tempe Goreng Sayur,nabati,100,127.03,8.39
418,Tempe Goreng Sayur,nabati,200,236.88,4.01
418,Tempe Goreng Sayur,nabati,300,408.0,21.76
419,Lontong Sayur Rebus,nabati,100,84.41,6.46
419,Lontong Sayur Rebus,nabati,200,137.54,10.4
419,Lontong Sayur Rebus,nabati,300,351.25,15.2
420,Capcay Balado,nabati,100,82.74,7.91
420,Capcay Balado,nabati,200,217.3,17.54
420,Capcay Balado,nabati,300,348.3,29.43
421,Jagung Manis Balado,nabati,100,118.35,3.03
421,Jagung Manis Balado,nabati,200,244.54,10.99
421,Jagung Manis Balado,nabati,300,177.59,8.64
422,Tumis Toge Santan,nabati,100,92.33,7.74
422,Tumis Toge Santan,nabati,200,204.17,8.27
422,Tumis Toge Santan,nabati,300,194.83,17.26
423,Talas Rebus,nabati,100,82.4,2.94
423,Talas Rebus,nabati,200,107.17,14.41
423,Talas Rebus,nabati,300,284.47,9.9
424,Jagung Manis Sayur,nabati,100,133.97,6.79
424,Jagung Manis Sayur,nabati,200,114.49,19.69
424,Jagung Manis Sayur,nabati,300,285.67,17.25
